,group,Pig,Tissue,Day,Treatment,Genus,value,All,value2,percent_tot
10035,SRD129_P164_N_D7,164,N,7,Control,Brachybacterium,0,7_Control,0,0
10036,SRD129_P165_N_D0,165,N,0,Control,Brachybacterium,0,0_Control,0,0
10037,SRD129_P165_N_D1,165,N,1,Control,Brachybacterium,0,1_Control,0,0
10038,SRD129_P165_N_D10,165,N,10,Control,Brachybacterium,0,10_Control,0,0
10039,SRD129_P165_N_D14,165,N,14,Control,Brachybacterium,0,14_Control,0,0
10040,SRD129_P165_N_D21,165,N,21,Control,Brachybacterium,0.004484524,21_Control,0.044845235,0.448452352
10041,SRD129_P165_N_D3,165,N,3,Control,Brachybacterium,0,3_Control,0,0
10042,SRD129_P165_N_D36,165,N,36,Control,Brachybacterium,0,36_Control,0,0
10043,SRD129_P165_N_D42,165,N,42,Control,Brachybacterium,0.000219635,42_Control,0.002196354,0.021963541
10044,SRD129_P165_N_D7,165,N,7,Control,Brachybacterium,0,7_Control,0,0
10045,SRD129_P166_N_D0,166,N,0,Control,Brachybacterium,0,0_Control,0,0
10046,SRD129_P166_N_D1,166,N,1,Control,Brachybacterium,0,1_Control,0,0
10047,SRD129_P166_N_D10,166,N,10,Control,Brachybacterium,0,10_Control,0,0
10048,SRD129_P166_N_D14,166,N,14,Control,Brachybacterium,0,14_Control,0,0
10049,SRD129_P166_N_D21,166,N,21,Control,Brachybacterium,0,21_Control,0,0
10050,SRD129_P166_N_D3,166,N,3,Control,Brachybacterium,0,3_Control,0,0
10051,SRD129_P166_N_D36,166,N,36,Control,Brachybacterium,0.001033511,36_Control,0.010335108,0.10335108
10052,SRD129_P166_N_D42,166,N,42,Control,Brachybacterium,0,42_Control,0,0
10053,SRD129_P166_N_D7,166,N,7,Control,Brachybacterium,2.75E-05,7_Control,0.000275452,0.002754517
10054,SRD129_P167_N_D0,167,N,0,Control,Brachybacterium,0,0_Control,0,0
10055,SRD129_P167_N_D1,167,N,1,Control,Brachybacterium,0,1_Control,0,0
10056,SRD129_P167_N_D10,167,N,10,Control,Brachybacterium,0,10_Control,0,0
10057,SRD129_P167_N_D14,167,N,14,Control,Brachybacterium,0,14_Control,0,0
10058,SRD129_P167_N_D21,167,N,21,Control,Brachybacterium,3.90E-05,21_Control,0.000389727,0.003897268
10059,SRD129_P167_N_D3,167,N,3,Control,Brachybacterium,0,3_Control,0,0
10060,SRD129_P167_N_D36,167,N,36,Control,Brachybacterium,0.000472858,36_Control,0.00472858,0.047285795
10061,SRD129_P167_N_D42,167,N,42,Control,Brachybacterium,0,42_Control,0,0
10062,SRD129_P167_N_D7,167,N,7,Control,Brachybacterium,0,7_Control,0,0
10063,SRD129_P168_N_D0,168,N,0,Control,Brachybacterium,0,0_Control,0,0
10064,SRD129_P168_N_D1,168,N,1,Control,Brachybacterium,0,1_Control,0,0
10065,SRD129_P168_N_D10,168,N,10,Control,Brachybacterium,0,10_Control,0,0
10066,SRD129_P168_N_D14,168,N,14,Control,Brachybacterium,0,14_Control,0,0
10067,SRD129_P168_N_D21,168,N,21,Control,Brachybacterium,0.001105108,21_Control,0.011051081,0.110510806
10068,SRD129_P168_N_D3,168,N,3,Control,Brachybacterium,0,3_Control,0,0
10069,SRD129_P168_N_D36,168,N,36,Control,Brachybacterium,0.019408531,36_Control,0.194085312,1.940853115
10070,SRD129_P168_N_D42,168,N,42,Control,Brachybacterium,6.59E-05,42_Control,0.000659283,0.006592827
10071,SRD129_P168_N_D7,168,N,7,Control,Brachybacterium,0.000138835,7_Control,0.001388349,0.01388349
10072,SRD129_P169_N_D0,169,N,0,Control,Brachybacterium,0,0_Control,0,0
10073,SRD129_P169_N_D1,169,N,1,Control,Brachybacterium,0,1_Control,0,0
10074,SRD129_P169_N_D10,169,N,10,Control,Brachybacterium,0,10_Control,0,0
10075,SRD129_P169_N_D14,169,N,14,Control,Brachybacterium,2.58E-05,14_Control,0.000258191,0.002581911
10076,SRD129_P169_N_D21,169,N,21,Control,Brachybacterium,0.000202014,21_Control,0.002020144,0.020201437
10077,SRD129_P169_N_D3,169,N,3,Control,Brachybacterium,0,3_Control,0,0
10078,SRD129_P169_N_D36,169,N,36,Control,Brachybacterium,0.004655751,36_Control,0.046557506,0.465575064
10079,SRD129_P169_N_D42,169,N,42,Control,Brachybacterium,0,42_Control,0,0
10080,SRD129_P169_N_D7,169,N,7,Control,Brachybacterium,0,7_Control,0,0
10081,SRD129_P170_N_D0,170,N,0,Control,Brachybacterium,0,0_Control,0,0
10082,SRD129_P170_N_D1,170,N,1,Control,Brachybacterium,0,1_Control,0,0
10083,SRD129_P170_N_D10,170,N,10,Control,Brachybacterium,0,10_Control,0,0
10084,SRD129_P170_N_D14,170,N,14,Control,Brachybacterium,6.00E-05,14_Control,0.000599754,0.005997541
10085,SRD129_P170_N_D21,170,N,21,Control,Brachybacterium,3.04E-05,21_Control,0.000304127,0.00304127
10086,SRD129_P170_N_D3,170,N,3,Control,Brachybacterium,0,3_Control,0,0
10087,SRD129_P170_N_D36,170,N,36,Control,Brachybacterium,0.017329995,36_Control,0.173299947,1.732999473
10088,SRD129_P170_N_D42,170,N,42,Control,Brachybacterium,0.000167666,42_Control,0.001676657,0.016766567
10089,SRD129_P170_N_D7,170,N,7,Control,Brachybacterium,0,7_Control,0,0
10090,SRD129_P171_N_D0,171,N,0,Control,Brachybacterium,0,0_Control,0,0
10091,SRD129_P171_N_D1,171,N,1,Control,Brachybacterium,0,1_Control,0,0
10092,SRD129_P171_N_D10,171,N,10,Control,Brachybacterium,1.62E-05,10_Control,0.000162411,0.001624115
10093,SRD129_P171_N_D14,171,N,14,Control,Brachybacterium,0.00013095,14_Control,0.0013095,0.013095004
10094,SRD129_P171_N_D21,171,N,21,Control,Brachybacterium,0.000156452,21_Control,0.001564517,0.015645168
10095,SRD129_P171_N_D3,171,N,3,Control,Brachybacterium,0,3_Control,0,0
10096,SRD129_P171_N_D36,171,N,36,Control,Brachybacterium,0.008511291,36_Control,0.085112909,0.851129088
10097,SRD129_P171_N_D42,171,N,42,Control,Brachybacterium,3.45E-05,42_Control,0.000344542,0.003445424
10098,SRD129_P171_N_D7,171,N,7,Control,Brachybacterium,0,7_Control,0,0
10099,SRD129_P152_N_D0,152,N,0,IAV,Lachnospiraceae_unclassified,0.002366148,0_IAV,0.033802108,0.236614758
10100,SRD129_P152_N_D1,152,N,1,IAV,Lachnospiraceae_unclassified,0.000643348,1_IAV,0.009190687,0.064334812
10101,SRD129_P152_N_D10,152,N,10,IAV,Lachnospiraceae_unclassified,0.003955831,10_IAV,0.056511866,0.39558306
10102,SRD129_P152_N_D14,152,N,14,IAV,Lachnospiraceae_unclassified,0.005377601,14_IAV,0.076822873,0.537760112
10103,SRD129_P152_N_D21,152,N,21,IAV,Lachnospiraceae_unclassified,0.003877014,21_IAV,0.055385909,0.387701366
10104,SRD129_P152_N_D3,152,N,3,IAV,Lachnospiraceae_unclassified,0.00071718,3_IAV,0.010245429,0.071718005
10105,SRD129_P152_N_D36,152,N,36,IAV,Lachnospiraceae_unclassified,0.006466911,36_IAV,0.092384442,0.646691097
10106,SRD129_P152_N_D42,152,N,42,IAV,Lachnospiraceae_unclassified,0.026164098,42_IAV,0.373772828,2.616409795
10107,SRD129_P152_N_D7,152,N,7,IAV,Lachnospiraceae_unclassified,0.000117037,7_IAV,0.001671952,0.011703663
10108,SRD129_P153_N_D0,153,N,0,IAV,Lachnospiraceae_unclassified,0.002299828,0_IAV,0.032854679,0.229982751
10109,SRD129_P153_N_D1,153,N,1,IAV,Lachnospiraceae_unclassified,0.001828537,1_IAV,0.02612196,0.182853717
10110,SRD129_P153_N_D10,153,N,10,IAV,Lachnospiraceae_unclassified,0.001029136,10_IAV,0.014701943,0.102913598
10111,SRD129_P153_N_D14,153,N,14,IAV,Lachnospiraceae_unclassified,0.00293854,14_IAV,0.041979139,0.29385397
10112,SRD129_P153_N_D21,153,N,21,IAV,Lachnospiraceae_unclassified,0.002585073,21_IAV,0.03692962,0.258507343
10113,SRD129_P153_N_D3,153,N,3,IAV,Lachnospiraceae_unclassified,0.001949999,3_IAV,0.027857122,0.194999854
10114,SRD129_P153_N_D36,153,N,36,IAV,Lachnospiraceae_unclassified,0.003050619,36_IAV,0.043580271,0.305061899
10115,SRD129_P153_N_D42,153,N,42,IAV,Lachnospiraceae_unclassified,0.00383084,42_IAV,0.054726282,0.383083977
10116,SRD129_P153_N_D7,153,N,7,IAV,Lachnospiraceae_unclassified,0.000539887,7_IAV,0.007712677,0.053988739
10117,SRD129_P154_N_D0,154,N,0,IAV,Lachnospiraceae_unclassified,0.002614111,0_IAV,0.037344444,0.261411107
10118,SRD129_P154_N_D1,154,N,1,IAV,Lachnospiraceae_unclassified,0.003089598,1_IAV,0.044137119,0.308959835
10119,SRD129_P154_N_D10,154,N,10,IAV,Lachnospiraceae_unclassified,0.003798418,10_IAV,0.05426311,0.379841773
10120,SRD129_P154_N_D14,154,N,14,IAV,Lachnospiraceae_unclassified,0.004380524,14_IAV,0.062578916,0.438052411
10121,SRD129_P154_N_D21,154,N,21,IAV,Lachnospiraceae_unclassified,0.005735068,21_IAV,0.081929541,0.573506784
10122,SRD129_P154_N_D3,154,N,3,IAV,Lachnospiraceae_unclassified,0.003548172,3_IAV,0.050688166,0.354817165
10123,SRD129_P154_N_D36,154,N,36,IAV,Lachnospiraceae_unclassified,0.014295869,36_IAV,0.204226703,1.42958692
10124,SRD129_P154_N_D42,154,N,42,IAV,Lachnospiraceae_unclassified,0.020183217,42_IAV,0.288331665,2.018321658
10125,SRD129_P154_N_D7,154,N,7,IAV,Lachnospiraceae_unclassified,0.000427507,7_IAV,0.006107243,0.042750702
10126,SRD129_P156_N_D0,156,N,0,IAV,Lachnospiraceae_unclassified,0.00192475,0_IAV,0.027496431,0.192475018
10127,SRD129_P156_N_D1,156,N,1,IAV,Lachnospiraceae_unclassified,0.002295913,1_IAV,0.032798761,0.229591327
10128,SRD129_P156_N_D10,156,N,10,IAV,Lachnospiraceae_unclassified,0.001316396,10_IAV,0.018805653,0.131639571
10129,SRD129_P156_N_D14,156,N,14,IAV,Lachnospiraceae_unclassified,0.009978562,14_IAV,0.142550881,0.997856168
10130,SRD129_P156_N_D21,156,N,21,IAV,Lachnospiraceae_unclassified,0.004062333,21_IAV,0.058033329,0.406233302
10131,SRD129_P156_N_D3,156,N,3,IAV,Lachnospiraceae_unclassified,0.003304376,3_IAV,0.047205366,0.330437563
10132,SRD129_P156_N_D36,156,N,36,IAV,Lachnospiraceae_unclassified,0.002414105,36_IAV,0.034487218,0.241410527
10133,SRD129_P156_N_D42,156,N,42,IAV,Lachnospiraceae_unclassified,0.00222163,42_IAV,0.031737568,0.222162979
10134,SRD129_P156_N_D7,156,N,7,IAV,Lachnospiraceae_unclassified,0.00067666,7_IAV,0.009666577,0.067666042
10135,SRD129_P157_N_D0,157,N,0,IAV,Lachnospiraceae_unclassified,0.002046764,0_IAV,0.029239487,0.204676411
10136,SRD129_P157_N_D1,157,N,1,IAV,Lachnospiraceae_unclassified,0.00091003,1_IAV,0.013000429,0.091003001
10137,SRD129_P157_N_D10,157,N,10,IAV,Lachnospiraceae_unclassified,0.002793828,10_IAV,0.039911831,0.279382818
10138,SRD129_P157_N_D14,157,N,14,IAV,Lachnospiraceae_unclassified,0.005823697,14_IAV,0.083195671,0.5823697
10139,SRD129_P157_N_D21,157,N,21,IAV,Lachnospiraceae_unclassified,0.003361596,21_IAV,0.048022795,0.336159564
10140,SRD129_P157_N_D3,157,N,3,IAV,Lachnospiraceae_unclassified,0.005001072,3_IAV,0.071443881,0.500107166
10141,SRD129_P157_N_D36,157,N,36,IAV,Lachnospiraceae_unclassified,0.013944493,36_IAV,0.199207049,1.394449345
10142,SRD129_P157_N_D42,157,N,42,IAV,Lachnospiraceae_unclassified,0.015559645,42_IAV,0.222280647,1.555964531
10143,SRD129_P157_N_D7,157,N,7,IAV,Lachnospiraceae_unclassified,0.000682019,7_IAV,0.009743125,0.068201878
10144,SRD129_P159_N_D0,159,N,0,IAV,Lachnospiraceae_unclassified,0.001267267,0_IAV,0.018103807,0.126726651
10145,SRD129_P159_N_D1,159,N,1,IAV,Lachnospiraceae_unclassified,0.000411235,1_IAV,0.005874785,0.041123494
10146,SRD129_P159_N_D10,159,N,10,IAV,Lachnospiraceae_unclassified,0.004340138,10_IAV,0.062001975,0.434013824
10147,SRD129_P159_N_D14,159,N,14,IAV,Lachnospiraceae_unclassified,0.001351477,14_IAV,0.019306819,0.13514773
10148,SRD129_P159_N_D21,159,N,21,IAV,Lachnospiraceae_unclassified,0.003678915,21_IAV,0.052555928,0.367891494
10149,SRD129_P159_N_D3,159,N,3,IAV,Lachnospiraceae_unclassified,0.002011244,3_IAV,0.028732051,0.201124358
10150,SRD129_P159_N_D36,159,N,36,IAV,Lachnospiraceae_unclassified,0.005342933,36_IAV,0.076327613,0.534293293
10151,SRD129_P159_N_D42,159,N,42,IAV,Lachnospiraceae_unclassified,0.009166418,42_IAV,0.130948835,0.916641848
10152,SRD129_P159_N_D7,159,N,7,IAV,Lachnospiraceae_unclassified,0.000306185,7_IAV,0.004374071,0.030618494
10153,SRD129_P160_N_D0,160,N,0,IAV,Lachnospiraceae_unclassified,0.001264251,0_IAV,0.018060722,0.126425054
10154,SRD129_P160_N_D1,160,N,1,IAV,Lachnospiraceae_unclassified,0.000922315,1_IAV,0.013175925,0.092231475
10155,SRD129_P160_N_D10,160,N,10,IAV,Lachnospiraceae_unclassified,0.001934066,10_IAV,0.027629513,0.193406593
10156,SRD129_P160_N_D14,160,N,14,IAV,Lachnospiraceae_unclassified,0.010338518,14_IAV,0.147693112,1.033851784
10157,SRD129_P160_N_D21,160,N,21,IAV,Lachnospiraceae_unclassified,0.004227358,21_IAV,0.060390834,0.422735836
10158,SRD129_P160_N_D3,160,N,3,IAV,Lachnospiraceae_unclassified,0.00169619,3_IAV,0.024231285,0.169618997
10159,SRD129_P160_N_D36,160,N,36,IAV,Lachnospiraceae_unclassified,0.014619122,36_IAV,0.2088446,1.461912199
10160,SRD129_P160_N_D42,160,N,42,IAV,Lachnospiraceae_unclassified,0.048948148,42_IAV,0.699259259,4.894814815
10161,SRD129_P160_N_D7,160,N,7,IAV,Lachnospiraceae_unclassified,0.00062977,7_IAV,0.008996708,0.062976958
10162,SRD129_P162_N_D0,162,N,0,Control,Lachnospiraceae_unclassified,0.00428025,0_Control,0.042802501,0.428025014
10163,SRD129_P162_N_D1,162,N,1,Control,Lachnospiraceae_unclassified,0.003871352,1_Control,0.03871352,0.3871352
10164,SRD129_P162_N_D10,162,N,10,Control,Lachnospiraceae_unclassified,0.001833868,10_Control,0.018338682,0.183386821
10165,SRD129_P162_N_D14,162,N,14,Control,Lachnospiraceae_unclassified,0.005213368,14_Control,0.052133683,0.521336832
10166,SRD129_P162_N_D21,162,N,21,Control,Lachnospiraceae_unclassified,0.005878391,21_Control,0.058783908,0.587839079
10167,SRD129_P162_N_D3,162,N,3,Control,Lachnospiraceae_unclassified,0.003064513,3_Control,0.030645133,0.306451329
10168,SRD129_P162_N_D36,162,N,36,Control,Lachnospiraceae_unclassified,0.016534572,36_Control,0.165345723,1.653457229
10169,SRD129_P162_N_D42,162,N,42,Control,Lachnospiraceae_unclassified,0.012211341,42_Control,0.122113408,1.221134083
10170,SRD129_P162_N_D7,162,N,7,Control,Lachnospiraceae_unclassified,0.001961746,7_Control,0.01961746,0.196174595
10171,SRD129_P163_N_D0,163,N,0,Control,Lachnospiraceae_unclassified,0.011862846,0_Control,0.11862846,1.1862846
10172,SRD129_P163_N_D1,163,N,1,Control,Lachnospiraceae_unclassified,0.002259291,1_Control,0.022592913,0.225929134
10173,SRD129_P163_N_D10,163,N,10,Control,Lachnospiraceae_unclassified,0.003980918,10_Control,0.039809179,0.398091791
10174,SRD129_P163_N_D14,163,N,14,Control,Lachnospiraceae_unclassified,0.007330527,14_Control,0.073305269,0.733052693
10175,SRD129_P163_N_D21,163,N,21,Control,Lachnospiraceae_unclassified,0.003539341,21_Control,0.035393411,0.353934114
10176,SRD129_P163_N_D3,163,N,3,Control,Lachnospiraceae_unclassified,0.006275698,3_Control,0.062756979,0.62756979
10177,SRD129_P163_N_D36,163,N,36,Control,Lachnospiraceae_unclassified,0.003481077,36_Control,0.034810767,0.348107671
10178,SRD129_P163_N_D42,163,N,42,Control,Lachnospiraceae_unclassified,0.003426791,42_Control,0.034267913,0.342679128
10179,SRD129_P163_N_D7,163,N,7,Control,Lachnospiraceae_unclassified,0.001894196,7_Control,0.018941956,0.189419564
10180,SRD129_P164_N_D0,164,N,0,Control,Lachnospiraceae_unclassified,0.002852573,0_Control,0.028525726,0.285257265
10181,SRD129_P164_N_D1,164,N,1,Control,Lachnospiraceae_unclassified,0.000642835,1_Control,0.006428352,0.064283518
10182,SRD129_P164_N_D10,164,N,10,Control,Lachnospiraceae_unclassified,0.002272875,10_Control,0.022728749,0.227287486
10183,SRD129_P164_N_D14,164,N,14,Control,Lachnospiraceae_unclassified,0.002440457,14_Control,0.024404574,0.244045736
10184,SRD129_P164_N_D21,164,N,21,Control,Lachnospiraceae_unclassified,0.003584229,21_Control,0.035842294,0.358422939
10185,SRD129_P164_N_D3,164,N,3,Control,Lachnospiraceae_unclassified,0.001699615,3_Control,0.016996154,0.169961535
10186,SRD129_P164_N_D36,164,N,36,Control,Lachnospiraceae_unclassified,0.001339445,36_Control,0.013394452,0.133944517
10187,SRD129_P164_N_D42,164,N,42,Control,Lachnospiraceae_unclassified,0.005793103,42_Control,0.057931034,0.579310345
10188,SRD129_P164_N_D7,164,N,7,Control,Lachnospiraceae_unclassified,0.000649435,7_Control,0.00649435,0.064943499
10189,SRD129_P165_N_D0,165,N,0,Control,Lachnospiraceae_unclassified,0.003390083,0_Control,0.033900831,0.339008308
10190,SRD129_P165_N_D1,165,N,1,Control,Lachnospiraceae_unclassified,0.000636648,1_Control,0.006366478,0.063664776
10191,SRD129_P165_N_D10,165,N,10,Control,Lachnospiraceae_unclassified,0.001002321,10_Control,0.010023212,0.100232116
10192,SRD129_P165_N_D14,165,N,14,Control,Lachnospiraceae_unclassified,0.002457559,14_Control,0.024575586,0.245755861
10193,SRD129_P165_N_D21,165,N,21,Control,Lachnospiraceae_unclassified,0.002144772,21_Control,0.021447721,0.214477212
10194,SRD129_P165_N_D3,165,N,3,Control,Lachnospiraceae_unclassified,0.000507598,3_Control,0.005075981,0.050759811
10195,SRD129_P165_N_D36,165,N,36,Control,Lachnospiraceae_unclassified,0.001682753,36_Control,0.016827534,0.168275337
10196,SRD129_P165_N_D42,165,N,42,Control,Lachnospiraceae_unclassified,0.013837031,42_Control,0.138370305,1.383703053
10197,SRD129_P165_N_D7,165,N,7,Control,Lachnospiraceae_unclassified,0.001259763,7_Control,0.012597632,0.125976316
10198,SRD129_P166_N_D0,166,N,0,Control,Lachnospiraceae_unclassified,0.002345697,0_Control,0.023456971,0.234569711
10199,SRD129_P166_N_D1,166,N,1,Control,Lachnospiraceae_unclassified,0.000336344,1_Control,0.003363444,0.033634442
10200,SRD129_P166_N_D10,166,N,10,Control,Lachnospiraceae_unclassified,0.001566377,10_Control,0.015663774,0.156637744
10201,SRD129_P166_N_D14,166,N,14,Control,Lachnospiraceae_unclassified,0.002447156,14_Control,0.024471556,0.244715562
10202,SRD129_P166_N_D21,166,N,21,Control,Lachnospiraceae_unclassified,0.001486421,21_Control,0.014864213,0.148642134
10203,SRD129_P166_N_D3,166,N,3,Control,Lachnospiraceae_unclassified,0.000398279,3_Control,0.003982794,0.039827943
10204,SRD129_P166_N_D36,166,N,36,Control,Lachnospiraceae_unclassified,0.004040088,36_Control,0.040400877,0.404008769
10205,SRD129_P166_N_D42,166,N,42,Control,Lachnospiraceae_unclassified,0.027553957,42_Control,0.275539568,2.755395683
10206,SRD129_P166_N_D7,166,N,7,Control,Lachnospiraceae_unclassified,0.000550903,7_Control,0.005509035,0.055090348
10207,SRD129_P167_N_D0,167,N,0,Control,Lachnospiraceae_unclassified,0.001825293,0_Control,0.018252934,0.182529335
10208,SRD129_P167_N_D1,167,N,1,Control,Lachnospiraceae_unclassified,0.000554612,1_Control,0.005546119,0.055461194
10209,SRD129_P167_N_D10,167,N,10,Control,Lachnospiraceae_unclassified,0.001592669,10_Control,0.015926685,0.15926685
10210,SRD129_P167_N_D14,167,N,14,Control,Lachnospiraceae_unclassified,0.003302193,14_Control,0.03302193,0.330219299
10211,SRD129_P167_N_D21,167,N,21,Control,Lachnospiraceae_unclassified,0.003156787,21_Control,0.031567871,0.315678709
10212,SRD129_P167_N_D3,167,N,3,Control,Lachnospiraceae_unclassified,0.001859732,3_Control,0.018597321,0.185973207
10213,SRD129_P167_N_D36,167,N,36,Control,Lachnospiraceae_unclassified,0.002301242,36_Control,0.02301242,0.230124204
10214,SRD129_P167_N_D42,167,N,42,Control,Lachnospiraceae_unclassified,0.00697885,42_Control,0.069788504,0.697885035
10215,SRD129_P167_N_D7,167,N,7,Control,Lachnospiraceae_unclassified,3.63E-05,7_Control,0.000363003,0.003630028
10216,SRD129_P168_N_D0,168,N,0,Control,Lachnospiraceae_unclassified,0.008190724,0_Control,0.08190724,0.819072395
10217,SRD129_P168_N_D1,168,N,1,Control,Lachnospiraceae_unclassified,0.000700364,1_Control,0.007003642,0.070036419
10218,SRD129_P168_N_D10,168,N,10,Control,Lachnospiraceae_unclassified,0.004420606,10_Control,0.044206059,0.442060592
10219,SRD129_P168_N_D14,168,N,14,Control,Lachnospiraceae_unclassified,0.007451788,14_Control,0.074517881,0.745178805
10220,SRD129_P168_N_D21,168,N,21,Control,Lachnospiraceae_unclassified,0.007694826,21_Control,0.076948265,0.769482646
10221,SRD129_P168_N_D3,168,N,3,Control,Lachnospiraceae_unclassified,0.001730817,3_Control,0.017308168,0.173081678
10222,SRD129_P168_N_D36,168,N,36,Control,Lachnospiraceae_unclassified,0.01127046,36_Control,0.112704603,1.127046034
10223,SRD129_P168_N_D42,168,N,42,Control,Lachnospiraceae_unclassified,0.038601002,42_Control,0.386010021,3.860100211
10224,SRD129_P168_N_D7,168,N,7,Control,Lachnospiraceae_unclassified,0.000749708,7_Control,0.007497084,0.074970845
10225,SRD129_P169_N_D0,169,N,0,Control,Lachnospiraceae_unclassified,0.001407782,0_Control,0.014077821,0.140778209
10226,SRD129_P169_N_D1,169,N,1,Control,Lachnospiraceae_unclassified,0.000844733,1_Control,0.008447333,0.084473332
10227,SRD129_P169_N_D10,169,N,10,Control,Lachnospiraceae_unclassified,0.000306414,10_Control,0.003064136,0.030641362
10228,SRD129_P169_N_D14,169,N,14,Control,Lachnospiraceae_unclassified,0.001006945,14_Control,0.010069453,0.100694534
10229,SRD129_P169_N_D21,169,N,21,Control,Lachnospiraceae_unclassified,0.00288592,21_Control,0.028859196,0.28859196
10230,SRD129_P169_N_D3,169,N,3,Control,Lachnospiraceae_unclassified,0.001791394,3_Control,0.01791394,0.1791394
10231,SRD129_P169_N_D36,169,N,36,Control,Lachnospiraceae_unclassified,0.00879858,36_Control,0.087985796,0.87985796
10232,SRD129_P169_N_D42,169,N,42,Control,Lachnospiraceae_unclassified,0.017524055,42_Control,0.175240553,1.752405526
10233,SRD129_P169_N_D7,169,N,7,Control,Lachnospiraceae_unclassified,0.000339621,7_Control,0.003396215,0.033962148
10234,SRD129_P170_N_D0,170,N,0,Control,Lachnospiraceae_unclassified,0.002254537,0_Control,0.022545373,0.225453726
10235,SRD129_P170_N_D1,170,N,1,Control,Lachnospiraceae_unclassified,0.000907508,1_Control,0.009075082,0.090750824
10236,SRD129_P170_N_D10,170,N,10,Control,Lachnospiraceae_unclassified,0.001217652,10_Control,0.012176521,0.121765211
10237,SRD129_P170_N_D14,170,N,14,Control,Lachnospiraceae_unclassified,0.005757639,14_Control,0.057576394,0.575763937
10238,SRD129_P170_N_D21,170,N,21,Control,Lachnospiraceae_unclassified,0.003102095,21_Control,0.031020954,0.310209544
10239,SRD129_P170_N_D3,170,N,3,Control,Lachnospiraceae_unclassified,0.003629417,3_Control,0.036294174,0.362941738
10240,SRD129_P170_N_D36,170,N,36,Control,Lachnospiraceae_unclassified,0.005172641,36_Control,0.05172641,0.517264101
10241,SRD129_P170_N_D42,170,N,42,Control,Lachnospiraceae_unclassified,0.034329547,42_Control,0.343295469,3.432954688
10242,SRD129_P170_N_D7,170,N,7,Control,Lachnospiraceae_unclassified,0.001395898,7_Control,0.013958982,0.139589821
10243,SRD129_P171_N_D0,171,N,0,Control,Lachnospiraceae_unclassified,0.000252302,0_Control,0.002523023,0.025230226
10244,SRD129_P171_N_D1,171,N,1,Control,Lachnospiraceae_unclassified,0.000222074,1_Control,0.002220742,0.022207417
10245,SRD129_P171_N_D10,171,N,10,Control,Lachnospiraceae_unclassified,0.001039434,10_Control,0.010394335,0.103943351
10246,SRD129_P171_N_D14,171,N,14,Control,Lachnospiraceae_unclassified,0.005368952,14_Control,0.053689517,0.536895174
10247,SRD129_P171_N_D21,171,N,21,Control,Lachnospiraceae_unclassified,0.003676614,21_Control,0.036766144,0.367661439
10248,SRD129_P171_N_D3,171,N,3,Control,Lachnospiraceae_unclassified,0.003958797,3_Control,0.03958797,0.3958797
