,group,Pig,Tissue,Day,Treatment,Genus,value,All,value2,percent_tot
9803,SRD129_P153_N_D1,153,N,1,IAV,Rikenellaceae_RC9_gut_group,0.000389688,1_IAV,0.005566975,0.038968825
9804,SRD129_P153_N_D10,153,N,10,IAV,Rikenellaceae_RC9_gut_group,0.000297306,10_IAV,0.004247228,0.029730595
9805,SRD129_P153_N_D14,153,N,14,IAV,Rikenellaceae_RC9_gut_group,0.000149417,14_IAV,0.002134532,0.014941727
9806,SRD129_P153_N_D21,153,N,21,IAV,Rikenellaceae_RC9_gut_group,0.00091369,21_IAV,0.013052711,0.091368975
9807,SRD129_P153_N_D3,153,N,3,IAV,Rikenellaceae_RC9_gut_group,0.001105969,3_IAV,0.015799562,0.110596932
9808,SRD129_P153_N_D36,153,N,36,IAV,Rikenellaceae_RC9_gut_group,0.004398567,36_IAV,0.06283667,0.439856692
9809,SRD129_P153_N_D42,153,N,42,IAV,Rikenellaceae_RC9_gut_group,0.003951496,42_IAV,0.056449945,0.395149614
9810,SRD129_P153_N_D7,153,N,7,IAV,Rikenellaceae_RC9_gut_group,0.000102836,7_IAV,0.001469081,0.010283569
9811,SRD129_P154_N_D0,154,N,0,IAV,Rikenellaceae_RC9_gut_group,0.000230657,0_IAV,0.003295098,0.023065686
9812,SRD129_P154_N_D1,154,N,1,IAV,Rikenellaceae_RC9_gut_group,0.00120151,1_IAV,0.017164435,0.120151047
9813,SRD129_P154_N_D10,154,N,10,IAV,Rikenellaceae_RC9_gut_group,0.001016137,10_IAV,0.014516246,0.101613723
9814,SRD129_P154_N_D14,154,N,14,IAV,Rikenellaceae_RC9_gut_group,0.000426423,14_IAV,0.006091753,0.04264227
9815,SRD129_P154_N_D21,154,N,21,IAV,Rikenellaceae_RC9_gut_group,0.002401268,21_IAV,0.034303832,0.240126824
9816,SRD129_P154_N_D3,154,N,3,IAV,Rikenellaceae_RC9_gut_group,0.001168809,3_IAV,0.016697278,0.116880948
9817,SRD129_P154_N_D36,154,N,36,IAV,Rikenellaceae_RC9_gut_group,0.014927731,36_IAV,0.213253298,1.492773083
9818,SRD129_P154_N_D42,154,N,42,IAV,Rikenellaceae_RC9_gut_group,0.006515456,42_IAV,0.093077941,0.651545584
9819,SRD129_P154_N_D7,154,N,7,IAV,Rikenellaceae_RC9_gut_group,3.05E-05,7_IAV,0.000436232,0.003053622
9820,SRD129_P156_N_D0,156,N,0,IAV,Rikenellaceae_RC9_gut_group,0.000474596,0_IAV,0.006779942,0.047459593
9821,SRD129_P156_N_D1,156,N,1,IAV,Rikenellaceae_RC9_gut_group,0.000379325,1_IAV,0.005418926,0.03793248
9822,SRD129_P156_N_D10,156,N,10,IAV,Rikenellaceae_RC9_gut_group,0,10_IAV,0,0
9823,SRD129_P156_N_D14,156,N,14,IAV,Rikenellaceae_RC9_gut_group,0.003313194,14_IAV,0.047331347,0.331319431
9824,SRD129_P156_N_D21,156,N,21,IAV,Rikenellaceae_RC9_gut_group,0.00182988,21_IAV,0.026141139,0.182987974
9825,SRD129_P156_N_D3,156,N,3,IAV,Rikenellaceae_RC9_gut_group,0.00117252,3_IAV,0.016750291,0.117252039
9826,SRD129_P156_N_D36,156,N,36,IAV,Rikenellaceae_RC9_gut_group,0.001056171,36_IAV,0.015088158,0.105617106
9827,SRD129_P156_N_D42,156,N,42,IAV,Rikenellaceae_RC9_gut_group,0.00085903,42_IAV,0.01227186,0.085903018
9828,SRD129_P156_N_D7,156,N,7,IAV,Rikenellaceae_RC9_gut_group,2.60E-05,7_IAV,0.000371791,0.00260254
9829,SRD129_P157_N_D0,157,N,0,IAV,Rikenellaceae_RC9_gut_group,0.000289217,0_IAV,0.004131667,0.028921667
9830,SRD129_P157_N_D1,157,N,1,IAV,Rikenellaceae_RC9_gut_group,0.000368931,1_IAV,0.005270444,0.036893108
9831,SRD129_P157_N_D10,157,N,10,IAV,Rikenellaceae_RC9_gut_group,0.000444473,10_IAV,0.006349609,0.044447266
9832,SRD129_P157_N_D14,157,N,14,IAV,Rikenellaceae_RC9_gut_group,0.001382604,14_IAV,0.01975149,0.138260432
9833,SRD129_P157_N_D21,157,N,21,IAV,Rikenellaceae_RC9_gut_group,0.001942255,21_IAV,0.027746504,0.194225526
9834,SRD129_P157_N_D3,157,N,3,IAV,Rikenellaceae_RC9_gut_group,0.001000214,3_IAV,0.014288776,0.100021433
9835,SRD129_P157_N_D36,157,N,36,IAV,Rikenellaceae_RC9_gut_group,0.032740721,36_IAV,0.467724581,3.274072064
9836,SRD129_P157_N_D42,157,N,42,IAV,Rikenellaceae_RC9_gut_group,0.005822319,42_IAV,0.083175984,0.582231889
9837,SRD129_P157_N_D7,157,N,7,IAV,Rikenellaceae_RC9_gut_group,0,7_IAV,0,0
9838,SRD129_P159_N_D0,159,N,0,IAV,Rikenellaceae_RC9_gut_group,6.34E-05,0_IAV,0.00090519,0.006336333
9839,SRD129_P159_N_D1,159,N,1,IAV,Rikenellaceae_RC9_gut_group,0.000164494,1_IAV,0.002349914,0.016449398
9840,SRD129_P159_N_D10,159,N,10,IAV,Rikenellaceae_RC9_gut_group,0.000107164,10_IAV,0.001530913,0.010716391
9841,SRD129_P159_N_D14,159,N,14,IAV,Rikenellaceae_RC9_gut_group,0.000466027,14_IAV,0.006657524,0.046602666
9842,SRD129_P159_N_D21,159,N,21,IAV,Rikenellaceae_RC9_gut_group,0.001108107,21_IAV,0.015830099,0.110810691
9843,SRD129_P159_N_D3,159,N,3,IAV,Rikenellaceae_RC9_gut_group,0.000775419,3_IAV,0.011077417,0.077541921
9844,SRD129_P159_N_D36,159,N,36,IAV,Rikenellaceae_RC9_gut_group,0.00795756,36_IAV,0.113679424,0.795755968
9845,SRD129_P159_N_D42,159,N,42,IAV,Rikenellaceae_RC9_gut_group,0.004301929,42_IAV,0.061456132,0.430192925
9846,SRD129_P159_N_D7,159,N,7,IAV,Rikenellaceae_RC9_gut_group,0,7_IAV,0,0
9847,SRD129_P160_N_D0,160,N,0,IAV,Rikenellaceae_RC9_gut_group,0.000177439,0_IAV,0.002534838,0.017743867
9848,SRD129_P160_N_D1,160,N,1,IAV,Rikenellaceae_RC9_gut_group,0.000447981,1_IAV,0.006399735,0.044798145
9849,SRD129_P160_N_D10,160,N,10,IAV,Rikenellaceae_RC9_gut_group,0.000263736,10_IAV,0.003767661,0.026373626
9850,SRD129_P160_N_D14,160,N,14,IAV,Rikenellaceae_RC9_gut_group,0.003796889,14_IAV,0.054241276,0.37968893
9851,SRD129_P160_N_D21,160,N,21,IAV,Rikenellaceae_RC9_gut_group,0.001792032,21_IAV,0.025600462,0.179203235
9852,SRD129_P160_N_D3,160,N,3,IAV,Rikenellaceae_RC9_gut_group,0.000864097,3_IAV,0.01234424,0.086409678
9853,SRD129_P160_N_D36,160,N,36,IAV,Rikenellaceae_RC9_gut_group,0.015009544,36_IAV,0.214422052,1.500954364
9854,SRD129_P160_N_D42,160,N,42,IAV,Rikenellaceae_RC9_gut_group,0.028918519,42_IAV,0.413121693,2.891851852
9855,SRD129_P160_N_D7,160,N,7,IAV,Rikenellaceae_RC9_gut_group,7.41E-05,7_IAV,0.001058436,0.007409054
9856,SRD129_P162_N_D0,162,N,0,Control,Rikenellaceae_RC9_gut_group,0.000941048,0_Control,0.009410479,0.09410479
9857,SRD129_P162_N_D1,162,N,1,Control,Rikenellaceae_RC9_gut_group,0.000632817,1_Control,0.006328172,0.063281715
9858,SRD129_P162_N_D10,162,N,10,Control,Rikenellaceae_RC9_gut_group,0.000250073,10_Control,0.002500729,0.025007294
9859,SRD129_P162_N_D14,162,N,14,Control,Rikenellaceae_RC9_gut_group,0.000690512,14_Control,0.006905124,0.069051236
9860,SRD129_P162_N_D21,162,N,21,Control,Rikenellaceae_RC9_gut_group,0.000918499,21_Control,0.009184986,0.091849856
9861,SRD129_P162_N_D3,162,N,3,Control,Rikenellaceae_RC9_gut_group,0.00098628,3_Control,0.009862801,0.098628014
9862,SRD129_P162_N_D36,162,N,36,Control,Rikenellaceae_RC9_gut_group,0.003917282,36_Control,0.039172816,0.391728159
9863,SRD129_P162_N_D42,162,N,42,Control,Rikenellaceae_RC9_gut_group,0.002418087,42_Control,0.024180873,0.241808729
9864,SRD129_P162_N_D7,162,N,7,Control,Rikenellaceae_RC9_gut_group,4.09E-05,7_Control,0.000408697,0.004086971
9865,SRD129_P163_N_D0,163,N,0,Control,Rikenellaceae_RC9_gut_group,0.013921239,0_Control,0.139212394,1.392123937
9866,SRD129_P163_N_D1,163,N,1,Control,Rikenellaceae_RC9_gut_group,0.001769778,1_Control,0.017697782,0.176977821
9867,SRD129_P163_N_D10,163,N,10,Control,Rikenellaceae_RC9_gut_group,0.001743708,10_Control,0.017437078,0.174370785
9868,SRD129_P163_N_D14,163,N,14,Control,Rikenellaceae_RC9_gut_group,0.001233851,14_Control,0.012338511,0.123385107
9869,SRD129_P163_N_D21,163,N,21,Control,Rikenellaceae_RC9_gut_group,0.000340321,21_Control,0.003403213,0.034032126
9870,SRD129_P163_N_D3,163,N,3,Control,Rikenellaceae_RC9_gut_group,0.001027916,3_Control,0.01027916,0.102791604
9871,SRD129_P163_N_D36,163,N,36,Control,Rikenellaceae_RC9_gut_group,0.001781016,36_Control,0.01781016,0.178101599
9872,SRD129_P163_N_D42,163,N,42,Control,Rikenellaceae_RC9_gut_group,0.000934579,42_Control,0.009345794,0.093457944
9873,SRD129_P163_N_D7,163,N,7,Control,Rikenellaceae_RC9_gut_group,0.000270599,7_Control,0.002705994,0.027059938
9874,SRD129_P164_N_D0,164,N,0,Control,Rikenellaceae_RC9_gut_group,0.002932551,0_Control,0.029325513,0.293255132
9875,SRD129_P164_N_D1,164,N,1,Control,Rikenellaceae_RC9_gut_group,0.000307443,1_Control,0.003074429,0.030744291
9876,SRD129_P164_N_D10,164,N,10,Control,Rikenellaceae_RC9_gut_group,0.000584454,10_Control,0.005844535,0.058445354
9877,SRD129_P164_N_D14,164,N,14,Control,Rikenellaceae_RC9_gut_group,0.000903873,14_Control,0.009038731,0.09038731
9878,SRD129_P164_N_D21,164,N,21,Control,Rikenellaceae_RC9_gut_group,0.001402525,21_Control,0.014025245,0.140252454
9879,SRD129_P164_N_D3,164,N,3,Control,Rikenellaceae_RC9_gut_group,0.000983988,3_Control,0.009839878,0.098398783
9880,SRD129_P164_N_D36,164,N,36,Control,Rikenellaceae_RC9_gut_group,0.000506013,36_Control,0.005060126,0.050601262
9881,SRD129_P164_N_D42,164,N,42,Control,Rikenellaceae_RC9_gut_group,0.002241379,42_Control,0.022413793,0.224137931
9882,SRD129_P164_N_D7,164,N,7,Control,Rikenellaceae_RC9_gut_group,0.00030307,7_Control,0.003030697,0.030306966
9883,SRD129_P165_N_D0,165,N,0,Control,Rikenellaceae_RC9_gut_group,0.003203815,0_Control,0.032038148,0.320381477
9884,SRD129_P165_N_D1,165,N,1,Control,Rikenellaceae_RC9_gut_group,0.000308678,1_Control,0.003086777,0.03086777
9885,SRD129_P165_N_D10,165,N,10,Control,Rikenellaceae_RC9_gut_group,0.000606668,10_Control,0.006066681,0.060666807
9886,SRD129_P165_N_D14,165,N,14,Control,Rikenellaceae_RC9_gut_group,0.00025869,14_Control,0.002586904,0.025869038
9887,SRD129_P165_N_D21,165,N,21,Control,Rikenellaceae_RC9_gut_group,0.000438703,21_Control,0.004387034,0.043870339
9888,SRD129_P165_N_D3,165,N,3,Control,Rikenellaceae_RC9_gut_group,0.000285524,3_Control,0.002855239,0.028552394
9889,SRD129_P165_N_D36,165,N,36,Control,Rikenellaceae_RC9_gut_group,0.001047752,36_Control,0.010477521,0.10477521
9890,SRD129_P165_N_D42,165,N,42,Control,Rikenellaceae_RC9_gut_group,0.002547771,42_Control,0.025477707,0.25477707
9891,SRD129_P165_N_D7,165,N,7,Control,Rikenellaceae_RC9_gut_group,0,7_Control,0,0
9892,SRD129_P166_N_D0,166,N,0,Control,Rikenellaceae_RC9_gut_group,0.001588232,0_Control,0.015882324,0.158823242
9893,SRD129_P166_N_D1,166,N,1,Control,Rikenellaceae_RC9_gut_group,0.000160164,1_Control,0.00160164,0.016016401
9894,SRD129_P166_N_D10,166,N,10,Control,Rikenellaceae_RC9_gut_group,0.000492793,10_Control,0.004927929,0.04927929
9895,SRD129_P166_N_D14,166,N,14,Control,Rikenellaceae_RC9_gut_group,0.000567456,14_Control,0.005674564,0.056745638
9896,SRD129_P166_N_D21,166,N,21,Control,Rikenellaceae_RC9_gut_group,0.000843645,21_Control,0.008436445,0.084364454
9897,SRD129_P166_N_D3,166,N,3,Control,Rikenellaceae_RC9_gut_group,0.000477935,3_Control,0.004779353,0.047793532
9898,SRD129_P166_N_D36,166,N,36,Control,Rikenellaceae_RC9_gut_group,0.001628562,36_Control,0.016285625,0.162856248
9899,SRD129_P166_N_D42,166,N,42,Control,Rikenellaceae_RC9_gut_group,0.009676259,42_Control,0.09676259,0.967625899
9900,SRD129_P166_N_D7,166,N,7,Control,Rikenellaceae_RC9_gut_group,0.000247907,7_Control,0.002479066,0.024790657
9901,SRD129_P167_N_D0,167,N,0,Control,Rikenellaceae_RC9_gut_group,0.001140808,0_Control,0.011408083,0.114080834
9902,SRD129_P167_N_D1,167,N,1,Control,Rikenellaceae_RC9_gut_group,0.000259974,1_Control,0.002599743,0.025997435
9903,SRD129_P167_N_D10,167,N,10,Control,Rikenellaceae_RC9_gut_group,0.000966045,10_Control,0.009660448,0.096604483
9904,SRD129_P167_N_D14,167,N,14,Control,Rikenellaceae_RC9_gut_group,0.000536254,14_Control,0.005362536,0.053625356
9905,SRD129_P167_N_D21,167,N,21,Control,Rikenellaceae_RC9_gut_group,0.00058459,21_Control,0.005845902,0.05845902
9906,SRD129_P167_N_D3,167,N,3,Control,Rikenellaceae_RC9_gut_group,0.000189125,3_Control,0.001891253,0.01891253
9907,SRD129_P167_N_D36,167,N,36,Control,Rikenellaceae_RC9_gut_group,0.000630477,36_Control,0.006304773,0.063047727
9908,SRD129_P167_N_D42,167,N,42,Control,Rikenellaceae_RC9_gut_group,0.001065473,42_Control,0.010654733,0.106547334
9909,SRD129_P167_N_D7,167,N,7,Control,Rikenellaceae_RC9_gut_group,7.26E-05,7_Control,0.000726006,0.007260055
9910,SRD129_P168_N_D0,168,N,0,Control,Rikenellaceae_RC9_gut_group,0.002540547,0_Control,0.025405471,0.254054713
9911,SRD129_P168_N_D1,168,N,1,Control,Rikenellaceae_RC9_gut_group,0.000300156,1_Control,0.003001561,0.030015608
9912,SRD129_P168_N_D10,168,N,10,Control,Rikenellaceae_RC9_gut_group,0.001119887,10_Control,0.011198868,0.111988683
9913,SRD129_P168_N_D14,168,N,14,Control,Rikenellaceae_RC9_gut_group,0.001460401,14_Control,0.014604007,0.146040067
9914,SRD129_P168_N_D21,168,N,21,Control,Rikenellaceae_RC9_gut_group,0.002169286,21_Control,0.021692862,0.216928618
9915,SRD129_P168_N_D3,168,N,3,Control,Rikenellaceae_RC9_gut_group,0.000631885,3_Control,0.006318855,0.063188549
9916,SRD129_P168_N_D36,168,N,36,Control,Rikenellaceae_RC9_gut_group,0.003623745,36_Control,0.036237447,0.362374474
9917,SRD129_P168_N_D42,168,N,42,Control,Rikenellaceae_RC9_gut_group,0.007482859,42_Control,0.074828586,0.748285865
9918,SRD129_P168_N_D7,168,N,7,Control,Rikenellaceae_RC9_gut_group,5.55E-05,7_Control,0.00055534,0.005553396
9919,SRD129_P169_N_D0,169,N,0,Control,Rikenellaceae_RC9_gut_group,0.000392869,0_Control,0.003928694,0.039286942
9920,SRD129_P169_N_D1,169,N,1,Control,Rikenellaceae_RC9_gut_group,0.000328507,1_Control,0.003285074,0.03285074
9921,SRD129_P169_N_D10,169,N,10,Control,Rikenellaceae_RC9_gut_group,0.000153207,10_Control,0.001532068,0.015320681
9922,SRD129_P169_N_D14,169,N,14,Control,Rikenellaceae_RC9_gut_group,7.75E-05,14_Control,0.000774573,0.007745733
9923,SRD129_P169_N_D21,169,N,21,Control,Rikenellaceae_RC9_gut_group,0.00106779,21_Control,0.010677903,0.106779025
9924,SRD129_P169_N_D3,169,N,3,Control,Rikenellaceae_RC9_gut_group,0.002156985,3_Control,0.021569846,0.215698461
9925,SRD129_P169_N_D36,169,N,36,Control,Rikenellaceae_RC9_gut_group,0.00536595,36_Control,0.053659499,0.536594989
9926,SRD129_P169_N_D42,169,N,42,Control,Rikenellaceae_RC9_gut_group,0.005671128,42_Control,0.056711283,0.567112831
9927,SRD129_P169_N_D7,169,N,7,Control,Rikenellaceae_RC9_gut_group,0.000154373,7_Control,0.001543734,0.01543734
9928,SRD129_P170_N_D0,170,N,0,Control,Rikenellaceae_RC9_gut_group,0.001320515,0_Control,0.013205147,0.132051468
9929,SRD129_P170_N_D1,170,N,1,Control,Rikenellaceae_RC9_gut_group,0.000296329,1_Control,0.002963292,0.029632922
9930,SRD129_P170_N_D10,170,N,10,Control,Rikenellaceae_RC9_gut_group,0.000307617,10_Control,0.003076174,0.030761738
9931,SRD129_P170_N_D14,170,N,14,Control,Rikenellaceae_RC9_gut_group,0.000509791,14_Control,0.00509791,0.050979099
9932,SRD129_P170_N_D21,170,N,21,Control,Rikenellaceae_RC9_gut_group,0.000912381,21_Control,0.00912381,0.091238101
9933,SRD129_P170_N_D3,170,N,3,Control,Rikenellaceae_RC9_gut_group,0.001496339,3_Control,0.014963387,0.149633875
9934,SRD129_P170_N_D36,170,N,36,Control,Rikenellaceae_RC9_gut_group,0.0025369,36_Control,0.025369004,0.253690037
9935,SRD129_P170_N_D42,170,N,42,Control,Rikenellaceae_RC9_gut_group,0.018694723,42_Control,0.186947227,1.869472272
9936,SRD129_P170_N_D7,170,N,7,Control,Rikenellaceae_RC9_gut_group,0.000178961,7_Control,0.001789613,0.017896131
9937,SRD129_P171_N_D0,171,N,0,Control,Rikenellaceae_RC9_gut_group,0.000378453,0_Control,0.003784534,0.037845339
9938,SRD129_P171_N_D1,171,N,1,Control,Rikenellaceae_RC9_gut_group,6.66E-05,1_Control,0.000666223,0.006662225
9939,SRD129_P171_N_D10,171,N,10,Control,Rikenellaceae_RC9_gut_group,0.000714611,10_Control,0.007146105,0.071461054
9940,SRD129_P171_N_D14,171,N,14,Control,Rikenellaceae_RC9_gut_group,0.000491063,14_Control,0.004910627,0.049106266
9941,SRD129_P171_N_D21,171,N,21,Control,Rikenellaceae_RC9_gut_group,0.001173388,21_Control,0.011733876,0.117338757
9942,SRD129_P171_N_D3,171,N,3,Control,Rikenellaceae_RC9_gut_group,0.000413606,3_Control,0.004136057,0.041360566
9943,SRD129_P171_N_D36,171,N,36,Control,Rikenellaceae_RC9_gut_group,0.00766783,36_Control,0.076678296,0.766782962
9944,SRD129_P171_N_D42,171,N,42,Control,Rikenellaceae_RC9_gut_group,0.022464168,42_Control,0.224641676,2.246416759
9945,SRD129_P171_N_D7,171,N,7,Control,Rikenellaceae_RC9_gut_group,0.000306832,7_Control,0.003068321,0.030683213
9946,SRD129_P152_N_D0,152,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9947,SRD129_P152_N_D1,152,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9948,SRD129_P152_N_D10,152,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9949,SRD129_P152_N_D14,152,N,14,IAV,Brachybacterium,0.000233809,14_IAV,0.003340125,0.023380874
9950,SRD129_P152_N_D21,152,N,21,IAV,Brachybacterium,4.15E-05,21_IAV,0.000592363,0.004146539
9951,SRD129_P152_N_D3,152,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9952,SRD129_P152_N_D36,152,N,36,IAV,Brachybacterium,0.000574837,36_IAV,0.00821195,0.057483653
9953,SRD129_P152_N_D42,152,N,42,IAV,Brachybacterium,4.09E-05,42_IAV,0.00058402,0.00408814
9954,SRD129_P152_N_D7,152,N,7,IAV,Brachybacterium,0,7_IAV,0,0
9955,SRD129_P153_N_D0,153,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9956,SRD129_P153_N_D1,153,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9957,SRD129_P153_N_D10,153,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9958,SRD129_P153_N_D14,153,N,14,IAV,Brachybacterium,0.000398446,14_IAV,0.005692087,0.039844606
9959,SRD129_P153_N_D21,153,N,21,IAV,Brachybacterium,0,21_IAV,0,0
9960,SRD129_P153_N_D3,153,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9961,SRD129_P153_N_D36,153,N,36,IAV,Brachybacterium,0.000603029,36_IAV,0.008614705,0.060302934
9962,SRD129_P153_N_D42,153,N,42,IAV,Brachybacterium,0.000723938,42_IAV,0.010341975,0.072393822
9963,SRD129_P153_N_D7,153,N,7,IAV,Brachybacterium,0,7_IAV,0,0
9964,SRD129_P154_N_D0,154,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9965,SRD129_P154_N_D1,154,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9966,SRD129_P154_N_D10,154,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9967,SRD129_P154_N_D14,154,N,14,IAV,Brachybacterium,0.000193829,14_IAV,0.002768979,0.01938285
9968,SRD129_P154_N_D21,154,N,21,IAV,Brachybacterium,0.000163193,21_IAV,0.002331328,0.016319299
9969,SRD129_P154_N_D3,154,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9970,SRD129_P154_N_D36,154,N,36,IAV,Brachybacterium,0.005173367,36_IAV,0.073905243,0.517336703
9971,SRD129_P154_N_D42,154,N,42,IAV,Brachybacterium,0.001322687,42_IAV,0.018895522,0.132268652
9972,SRD129_P154_N_D7,154,N,7,IAV,Brachybacterium,0,7_IAV,0,0
9973,SRD129_P156_N_D0,156,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9974,SRD129_P156_N_D1,156,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9975,SRD129_P156_N_D10,156,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9976,SRD129_P156_N_D14,156,N,14,IAV,Brachybacterium,0,14_IAV,0,0
9977,SRD129_P156_N_D21,156,N,21,IAV,Brachybacterium,3.66E-05,21_IAV,0.000522823,0.003659759
9978,SRD129_P156_N_D3,156,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9979,SRD129_P156_N_D36,156,N,36,IAV,Brachybacterium,0.0002371,36_IAV,0.003387137,0.023709962
9980,SRD129_P156_N_D42,156,N,42,IAV,Brachybacterium,2.96E-05,42_IAV,0.000423168,0.002962173
9981,SRD129_P156_N_D7,156,N,7,IAV,Brachybacterium,0,7_IAV,0,0
9982,SRD129_P157_N_D0,157,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9983,SRD129_P157_N_D1,157,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9984,SRD129_P157_N_D10,157,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9985,SRD129_P157_N_D14,157,N,14,IAV,Brachybacterium,8.38E-05,14_IAV,0.00119706,0.00837942
9986,SRD129_P157_N_D21,157,N,21,IAV,Brachybacterium,3.74E-05,21_IAV,0.000533587,0.003735106
9987,SRD129_P157_N_D3,157,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9988,SRD129_P157_N_D36,157,N,36,IAV,Brachybacterium,0.001967836,36_IAV,0.028111944,0.196783606
9989,SRD129_P157_N_D42,157,N,42,IAV,Brachybacterium,6.69E-05,42_IAV,0.000956046,0.006692321
9990,SRD129_P157_N_D7,157,N,7,IAV,Brachybacterium,0,7_IAV,0,0
9991,SRD129_P159_N_D0,159,N,0,IAV,Brachybacterium,0,0_IAV,0,0
9992,SRD129_P159_N_D1,159,N,1,IAV,Brachybacterium,0,1_IAV,0,0
9993,SRD129_P159_N_D10,159,N,10,IAV,Brachybacterium,0,10_IAV,0,0
9994,SRD129_P159_N_D14,159,N,14,IAV,Brachybacterium,0,14_IAV,0,0
9995,SRD129_P159_N_D21,159,N,21,IAV,Brachybacterium,0.001595674,21_IAV,0.022795342,0.159567395
9996,SRD129_P159_N_D3,159,N,3,IAV,Brachybacterium,0,3_IAV,0,0
9997,SRD129_P159_N_D36,159,N,36,IAV,Brachybacterium,0.024820008,36_IAV,0.354571537,2.482000758
9998,SRD129_P159_N_D42,159,N,42,IAV,Brachybacterium,0.000959661,42_IAV,0.013709445,0.095966114
9999,SRD129_P159_N_D7,159,N,7,IAV,Brachybacterium,0,7_IAV,0,0
10000,SRD129_P160_N_D0,160,N,0,IAV,Brachybacterium,0,0_IAV,0,0
10001,SRD129_P160_N_D1,160,N,1,IAV,Brachybacterium,0,1_IAV,0,0
10002,SRD129_P160_N_D10,160,N,10,IAV,Brachybacterium,0,10_IAV,0,0
10003,SRD129_P160_N_D14,160,N,14,IAV,Brachybacterium,0.000640439,14_IAV,0.009149131,0.064043916
10004,SRD129_P160_N_D21,160,N,21,IAV,Brachybacterium,0.000183798,21_IAV,0.002625688,0.018379819
10005,SRD129_P160_N_D3,160,N,3,IAV,Brachybacterium,1.60E-05,3_IAV,0.000228597,0.001600179
10006,SRD129_P160_N_D36,160,N,36,IAV,Brachybacterium,0.005032101,36_IAV,0.071887162,0.503210134
10007,SRD129_P160_N_D42,160,N,42,IAV,Brachybacterium,0.000414815,42_IAV,0.005925926,0.041481481
10008,SRD129_P160_N_D7,160,N,7,IAV,Brachybacterium,0,7_IAV,0,0
10009,SRD129_P162_N_D0,162,N,0,Control,Brachybacterium,0,0_Control,0,0
10010,SRD129_P162_N_D1,162,N,1,Control,Brachybacterium,0,1_Control,0,0
10011,SRD129_P162_N_D10,162,N,10,Control,Brachybacterium,0,10_Control,0,0
10012,SRD129_P162_N_D14,162,N,14,Control,Brachybacterium,0,14_Control,0,0
10013,SRD129_P162_N_D21,162,N,21,Control,Brachybacterium,0,21_Control,0,0
10014,SRD129_P162_N_D3,162,N,3,Control,Brachybacterium,0,3_Control,0,0
10015,SRD129_P162_N_D36,162,N,36,Control,Brachybacterium,0.000910996,36_Control,0.009109957,0.091099572
10016,SRD129_P162_N_D42,162,N,42,Control,Brachybacterium,0.000181357,42_Control,0.001813565,0.018135655
10017,SRD129_P162_N_D7,162,N,7,Control,Brachybacterium,0,7_Control,0,0
10018,SRD129_P163_N_D0,163,N,0,Control,Brachybacterium,0,0_Control,0,0
10019,SRD129_P163_N_D1,163,N,1,Control,Brachybacterium,0,1_Control,0,0
10020,SRD129_P163_N_D10,163,N,10,Control,Brachybacterium,0,10_Control,0,0
10021,SRD129_P163_N_D14,163,N,14,Control,Brachybacterium,0,14_Control,0,0
10022,SRD129_P163_N_D21,163,N,21,Control,Brachybacterium,0.00047645,21_Control,0.004764498,0.047644977
10023,SRD129_P163_N_D3,163,N,3,Control,Brachybacterium,0,3_Control,0,0
10024,SRD129_P163_N_D36,163,N,36,Control,Brachybacterium,0.000364299,36_Control,0.003642987,0.036429872
10025,SRD129_P163_N_D42,163,N,42,Control,Brachybacterium,0,42_Control,0,0
10026,SRD129_P163_N_D7,163,N,7,Control,Brachybacterium,0,7_Control,0,0
10027,SRD129_P164_N_D0,164,N,0,Control,Brachybacterium,0,0_Control,0,0
10028,SRD129_P164_N_D1,164,N,1,Control,Brachybacterium,0,1_Control,0,0
10029,SRD129_P164_N_D10,164,N,10,Control,Brachybacterium,0,10_Control,0,0
10030,SRD129_P164_N_D14,164,N,14,Control,Brachybacterium,0,14_Control,0,0
10031,SRD129_P164_N_D21,164,N,21,Control,Brachybacterium,0.000935016,21_Control,0.009350164,0.093501636
10032,SRD129_P164_N_D3,164,N,3,Control,Brachybacterium,0,3_Control,0,0
10033,SRD129_P164_N_D36,164,N,36,Control,Brachybacterium,2.98E-05,36_Control,0.000297654,0.002976545
10034,SRD129_P164_N_D42,164,N,42,Control,Brachybacterium,0.000448276,42_Control,0.004482759,0.044827586
