"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp"
"Otu01301",11.7649508225833,-2.81556717490328,0.446153010748014,-6.31076582937935,2.77658046560747e-10,1.02733477227476e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","0.0e+00","Control","Otu0130","D7_IAVvsControl"
"Otu0132",6.94348357211774,-1.80882295400149,0.502870070157526,-3.59699863114714,0.000321910176925997,0.0019057082474019,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","2.0e-03","Control","Otu0132","D7_IAVvsControl"
"Otu0151",8.94808758788874,1.13464821388954,0.442420737932222,2.56463614068508,0.0103284051967113,0.0363953325979352,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","3.6e-02","IAV","Otu0151","D7_IAVvsControl"
"Otu01541",4.64659232388927,-3.2831312158729,0.79499844951824,-4.12973285402311,3.63184998378494e-05,0.000358342531733447,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus","0.0e+00","Control","Otu0154","D7_IAVvsControl"
"Otu01601",5.59240313239607,-1.49541848178256,0.521981495352404,-2.86488792245971,0.00417156858730921,0.0176397757406218,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","1.8e-02","Control","Otu0160","D7_IAVvsControl"
"Otu0170",9.01510853075783,-2.60313747344036,0.622038178864393,-4.18485160861461,2.85352446341312e-05,0.000301658300417958,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","0.0e+00","Control","Otu0170","D7_IAVvsControl"
"Otu0208",1.56690761222117,2.92436820092717,0.796355079008992,3.67219131014565,0.000240479545629334,0.00154743359796267,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","2.0e-03","IAV","Otu0208","D7_IAVvsControl"
"Otu0213",3.07561247336443,5.51292718345186,1.30558946137863,4.22255796828394,2.41545247797891e-05,0.000274989974416061,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","0.0e+00","IAV","Otu0213","D7_IAVvsControl"
"Otu02392",4.75431229946703,-1.99038632466612,0.809183587104893,-2.45974628796829,0.0139035264834335,0.045727153767737,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","4.6e-02","Control","Otu0239","D7_IAVvsControl"
"Otu02471",2.67844295376515,1.88391576450495,0.630774792715875,2.9866693885999,0.00282034545608784,0.0134648750806775,"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella","1.3e-02","IAV","Otu0247","D7_IAVvsControl"
"Otu0324",5.24607124171759,-3.51396170422172,0.791556314673035,-4.4393072723742,9.02488902855275e-06,0.000148409286247312,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Sharpea","0.0e+00","Control","Otu0324","D7_IAVvsControl"
"Otu0443",2.11856216463253,1.87720095570459,0.727307362314506,2.58102839730755,0.00985064784814326,0.035558436134761,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor","3.6e-02","IAV","Otu0443","D7_IAVvsControl"
"Otu1031",0.705528661628613,3.18839865295683,1.19171160430193,2.67547839716179,0.00746226822497515,0.029651364412664,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Allofustis","3.0e-02","IAV","Otu1031","D7_IAVvsControl"
"Otu00092",595.055860495208,1.29229738300202,0.257855671271046,5.01170820339887,5.39489691647951e-07,8.9015799121912e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","0.0e+00","IAV","Otu0009","D10_IAVvsControl"
"Otu00122",266.001846958449,1.65650452940077,0.279696468176642,5.92250785360152,3.17068658796334e-09,7.95910960072727e-08,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","0.0e+00","IAV","Otu0012","D10_IAVvsControl"
"Otu00131",405.475321796382,-1.22206154692663,0.202138822659428,-6.04565481706407,1.48804381176708e-09,4.91054457883135e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0013","D10_IAVvsControl"
"Otu00192",112.168328962664,-1.1275525467957,0.246767450156379,-4.56929204431607,4.89374467349187e-06,6.35155225499922e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","Control","Otu0019","D10_IAVvsControl"
"Otu0020",129.594429269963,-3.05455458795373,0.515955958068763,-5.92018473705973,3.21580185887971e-09,7.95910960072727e-08,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","0.0e+00","Control","Otu0020","D10_IAVvsControl"
"Otu00252",144.670813083643,-2.18894476547416,0.616056230562747,-3.55315741791075,0.000380636615763323,0.00251220166403793,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","3.0e-03","Control","Otu0025","D10_IAVvsControl"
"Otu00303",43.1216163424935,1.11302608904174,0.307877395008281,3.61516014844741,0.000300162008809506,0.00220118806460304,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","2.0e-03","IAV","Otu0030","D10_IAVvsControl"
"Otu00324",30.1749545808156,0.882211587768684,0.2408364468766,3.6631149446442,0.00024916665957729,0.00197339994385213,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","2.0e-03","IAV","Otu0032","D10_IAVvsControl"
"Otu00341",95.9251526140357,2.006145185448,0.301006690737725,6.66478602363031,2.65051235111016e-11,1.7493381517327e-09,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","0.0e+00","IAV","Otu0034","D10_IAVvsControl"
"Otu00352",94.4015854450807,-1.38381040131748,0.318973848317626,-4.33831929675789,1.43576463879886e-05,0.000149621788674828,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","0.0e+00","Control","Otu0035","D10_IAVvsControl"
"Otu00402",70.2496078901093,0.930266652753796,0.287322688188746,3.23770690932243,0.00120494528592766,0.00701703431216697,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","7.0e-03","IAV","Otu0040","D10_IAVvsControl"
"Otu00414",52.7594015499705,-1.58770843527732,0.246723478690936,-6.43517367581462,1.23332226730863e-10,6.10494522317772e-09,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0041","D10_IAVvsControl"
"Otu00474",2.34122436548642,-3.60383539726505,0.888997512764813,-4.05381943764611,5.03881142996648e-05,0.000433775940492767,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0047","D10_IAVvsControl"
"Otu0050",19.8468169267191,1.22016921866702,0.306601771827328,3.97965481867532,6.9015403378121e-05,0.000569377077869498,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","1.0e-03","IAV","Otu0050","D10_IAVvsControl"
"Otu00524",29.1728394584456,-3.74369564816814,0.407045703910705,-9.1972366056206,3.67273116540498e-20,3.63600385375093e-18,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0052","D10_IAVvsControl"
"Otu00561",15.3746062631293,-1.53566420081544,0.426858531781347,-3.59759519016025,0.000321172969174414,0.0022711517105905,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003","2.0e-03","Control","Otu0056","D10_IAVvsControl"
"Otu00572",15.0253744789301,-1.26996505601489,0.351231176870259,-3.61575264283559,0.000299476238305116,0.00220118806460304,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","2.0e-03","Control","Otu0057","D10_IAVvsControl"
"Otu00612",12.3311176827714,-1.62295017433094,0.495325842070966,-3.27653038966301,0.00105091002498632,0.00630546014991791,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","6.0e-03","Control","Otu0061","D10_IAVvsControl"
"Otu00631",31.619363820127,0.852966703184228,0.339394253538035,2.51320313851053,0.0119640422113297,0.0482268155898012,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","4.8e-02","IAV","Otu0063","D10_IAVvsControl"
"Otu0066",27.9291115485449,-2.73602678452251,0.472502079161218,-5.79050739708803,7.01741074801900e-09,1.38944732810776e-07,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","Control","Otu0066","D10_IAVvsControl"
"Otu00681",1.11118952641894,-2.91816027776706,1.07893372897969,-2.70467054591635,0.00683721624581879,0.0307674731061846,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_AC2044_group","3.1e-02","Control","Otu0068","D10_IAVvsControl"
"Otu00711",16.0542823499997,1.39165080748875,0.311155128801986,4.47253051186044,7.72993664408369e-06,9.00310267957983e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Anaerovibrio","0.0e+00","IAV","Otu0071","D10_IAVvsControl"
"Otu0074",17.2366070022581,-1.69741817288197,0.515595529078567,-3.29215068236816,0.000994243257608873,0.0061518801564549,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","6.0e-03","Control","Otu0074","D10_IAVvsControl"
"Otu00853",11.5241278191218,-2.18199965340003,0.428168467167359,-5.09612412103936,3.46677875278821e-07,6.24020175501878e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0085","D10_IAVvsControl"
"Otu00862",9.6057460247639,-1.25072593455545,0.495277631606206,-2.52530268831097,0.0115598675297697,0.0476844535603,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","4.8e-02","Control","Otu0086","D10_IAVvsControl"
"Otu00992",21.9714862951267,-1.52787373495091,0.611319171787983,-2.49930609976159,0.0124436775451705,0.0482268155898012,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","4.8e-02","Control","Otu0099","D10_IAVvsControl"
"Otu01074",26.5521923501967,-7.18861637421372,0.779246610801359,-9.22508519712536,2.83335566668118e-20,3.63600385375093e-18,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0107","D10_IAVvsControl"
"Otu01101",13.9084026580442,0.865178439191614,0.347038193998784,2.49303521673654,0.0126656283367155,0.0482268155898012,"Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","4.8e-02","IAV","Otu0110","D10_IAVvsControl"
"Otu01133",11.2558360859238,0.883280156355623,0.34883330415871,2.53209812774572,0.0113382256013911,0.0476844535603,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","4.8e-02","IAV","Otu0113","D10_IAVvsControl"
"Otu01192",21.3435802605091,-0.814206889611864,0.31526463441742,-2.58261409852216,0.00980549331132607,0.0422062538183166,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthellaceae_unclassified","4.2e-02","Control","Otu0119","D10_IAVvsControl"
"Otu01201",14.6755167643346,2.81192017259127,0.635130972771017,4.42730758401393,9.54166239958206e-06,0.000104958286395403,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","0.0e+00","IAV","Otu0120","D10_IAVvsControl"
"Otu0125",22.0220596822712,1.60310850465354,0.324434212912736,4.94124368161113,7.76258169126946e-07,1.1823009037472e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","0.0e+00","IAV","Otu0125","D10_IAVvsControl"
"Otu01302",11.2470783521326,-1.7307820599157,0.554656869677252,-3.12045546451597,0.00180571600364018,0.00944226966064358,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","9.0e-03","Control","Otu0130","D10_IAVvsControl"
"Otu01321",11.3464027365727,-2.29636154637712,0.392947811182966,-5.84393520214285,5.0981865698394e-09,1.12160104536467e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","0.0e+00","Control","Otu0132","D10_IAVvsControl"
"Otu0141",15.7342969162519,0.818197899017736,0.272433817010403,3.00329051656055,0.00267077345929603,0.0132203286235154,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_ge","1.3e-02","IAV","Otu0141","D10_IAVvsControl"
"Otu01531",6.62383597565356,1.15001142223474,0.460634306607257,2.49658222529061,0.0125396593203191,0.0482268155898012,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","4.8e-02","IAV","Otu0153","D10_IAVvsControl"
"Otu01542",14.7276721952705,-0.986225501297015,0.33067909222805,-2.98242472680092,0.00285974961784004,0.013810498154447,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus","1.4e-02","Control","Otu0154","D10_IAVvsControl"
"Otu0155",7.66094556559628,1.12583549771119,0.360913273517702,3.11940729344213,0.00181215276315382,0.00944226966064358,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","9.0e-03","IAV","Otu0155","D10_IAVvsControl"
"Otu0168",7.21412928255749,-1.83825666211765,0.516136025996763,-3.56157402221169,0.000368638143252308,0.00251220166403793,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","3.0e-03","Control","Otu0168","D10_IAVvsControl"
"Otu01711",4.18452497341403,-1.68112169682699,0.592488119955774,-2.8373930889154,0.00454835763849729,0.0214422574386301,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","2.1e-02","Control","Otu0171","D10_IAVvsControl"
"Otu0178",11.4336103984173,0.887573981897703,0.357499190955502,2.48273004345953,0.0130379852831501,0.0487079450200703,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","4.9e-02","IAV","Otu0178","D10_IAVvsControl"
"Otu01801",7.52522668047079,-4.54435405165181,1.06110470182036,-4.28266319417473,1.84669596140479e-05,0.000182822900179074,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","0.0e+00","Control","Otu0180","D10_IAVvsControl"
"Otu02001",1.766805015268,-2.90744222483315,0.941191048440015,-3.08910951676826,0.00200757419692316,0.0101922997689945,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unclassified","1.0e-02","Control","Otu0200","D10_IAVvsControl"
"Otu02212",2.44596443612253,-2.43879879289918,0.763220567688723,-3.19540496698699,0.0013963476012433,0.00789933785846211,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","8.0e-03","Control","Otu0221","D10_IAVvsControl"
"Otu02251",3.14407132208918,-2.34782183308772,0.831111002568732,-2.82491968681831,0.0047292468411162,0.0217765319660699,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","2.2e-02","Control","Otu0225","D10_IAVvsControl"
"Otu02393",6.24744856223565,-3.24563405218885,0.928239407541453,-3.49654843978805,0.000471318914466687,0.00301035951820658,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","3.0e-03","Control","Otu0239","D10_IAVvsControl"
"Otu02461",8.6759147212979,1.32828445256423,0.511535116319768,2.59666327919099,0.00941341536467334,0.0414190276045627,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","4.1e-02","IAV","Otu0246","D10_IAVvsControl"
"Otu0257",2.7351522586546,3.95044993250486,0.94508797411261,4.17998116653017,2.91533239529457e-05,0.000274874197270631,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6","0.0e+00","IAV","Otu0257","D10_IAVvsControl"
"Otu0268",1.91598754160297,4.26135236636273,1.04846438909134,4.06437491888099,4.81613576839498e-05,0.000433452219155548,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacteriaceae_unclassified","0.0e+00","IAV","Otu0268","D10_IAVvsControl"
"Otu02921",9.03220776536078,-5.21825693922442,1.07150248660264,-4.87003717160724,1.11577256696298e-06,1.57802120184764e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","0.0e+00","Control","Otu0292","D10_IAVvsControl"
"Otu03241",6.04093319033142,-5.44245479061767,0.858872725182512,-6.336741907203,2.34674605988092e-10,9.29311439712843e-09,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Sharpea","0.0e+00","Control","Otu0324","D10_IAVvsControl"
"Otu03961",2.43617333119623,3.75643948883719,0.823908002452733,4.55929482133255,5.13256747878725e-06,6.35155225499922e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","0.0e+00","IAV","Otu0396","D10_IAVvsControl"
"Otu0462",1.80424656067074,-3.70754954750217,1.18356458825092,-3.13252828304134,0.00173307729036773,0.00944226966064358,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified","9.0e-03","Control","Otu0462","D10_IAVvsControl"
"Otu00093",415.040575689257,-0.835457279105865,0.286985847879991,-2.9111445225523,0.00360107409569046,0.0135040278588392,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","1.4e-02","Control","Otu0009","D14_IAVvsControl"
"Otu00132",222.4607219983,-2.16553825879157,0.312134551153942,-6.93783578519491,3.98152135374141e-12,1.27977472084545e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0013","D14_IAVvsControl"
"Otu00172",248.339524221251,1.04919929339434,0.192210725909587,5.4585886840044,4.79934130568329e-08,8.30655225983647e-07,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","0.0e+00","IAV","Otu0017","D14_IAVvsControl"
"Otu00193",108.463816439978,-1.22387570429558,0.28983928833164,-4.2226011226442,2.41498989379205e-05,0.000175281524549423,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","Control","Otu0019","D14_IAVvsControl"
"Otu00201",111.230735521111,-1.78462008577844,0.352513120266532,-5.06256358466632,4.13656034516027e-07,5.47485928035919e-06,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","0.0e+00","Control","Otu0020","D14_IAVvsControl"
"Otu00253",176.845001794645,3.14493641508457,0.398917504521151,7.8836761471765,3.17887516970913e-15,1.43049382636911e-13,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","0.0e+00","IAV","Otu0025","D14_IAVvsControl"
"Otu00284",203.565071755624,2.86921154517105,0.325046611444648,8.82707723799681,1.07446602852674e-18,6.04387141046293e-17,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","IAV","Otu0028","D14_IAVvsControl"
"Otu00311",41.9960096265716,-1.45995630168061,0.37134004225076,-3.93158866690365,8.43863613590411e-05,0.000542483751593836,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","1.0e-03","Control","Otu0031","D14_IAVvsControl"
"Otu00325",55.1786077644193,-0.992744093011897,0.197910014941409,-5.01613874015318,5.27202647342957e-07,6.24318924485081e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","0.0e+00","Control","Otu0032","D14_IAVvsControl"
"Otu0033",124.290437427866,2.38832116653895,0.381129480264441,6.2664298885561,3.69419599246927e-10,8.31194098305586e-09,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","0.0e+00","IAV","Otu0033","D14_IAVvsControl"
"Otu00342",39.0233873573812,-1.00437462705111,0.244068131167924,-4.11514040053053,3.86943812027696e-05,0.00026382532638252,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","0.0e+00","Control","Otu0034","D14_IAVvsControl"
"Otu00383",56.0105441544951,3.66307959071648,0.35338662640676,10.3656429445639,3.55360518860833e-25,3.99780583718437e-23,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","0.0e+00","IAV","Otu0038","D14_IAVvsControl"
"Otu00391",47.8591569112329,1.38636652843676,0.385393975820684,3.597270884903,0.000321573538549685,0.00176473283350437,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","2.0e-03","IAV","Otu0039","D14_IAVvsControl"
"Otu00403",39.3310022337965,-1.16285760917184,0.396533776974581,-2.93255625799156,0.00336184008332183,0.012941694167268,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","1.3e-02","Control","Otu0040","D14_IAVvsControl"
"Otu00475",8.419871388617,-5.14063663474682,0.965705701584181,-5.32319176154176,1.01962158494726e-07,1.52943237742089e-06,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0047","D14_IAVvsControl"
"Otu00525",50.1682567062185,-3.74626414635899,0.413274441396853,-9.0648338515606,1.2479429774747e-19,9.35957233106022e-18,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0052","D14_IAVvsControl"
"Otu00531",79.7481003891185,-1.10502522833751,0.284221658386067,-3.88789944655278,0.000101115497015993,0.000612280689466268,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","1.0e-03","Control","Otu0053","D14_IAVvsControl"
"Otu00613",20.4131422445849,2.40222175939536,0.392310005669691,6.12327425933137,9.16717004403139e-10,1.87510296355188e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","0.0e+00","IAV","Otu0061","D14_IAVvsControl"
"Otu00632",32.7941703894584,-0.779782624310549,0.245191825657969,-3.18029617104083,0.00147124600164038,0.00624585566734123,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","6.0e-03","Control","Otu0063","D14_IAVvsControl"
"Otu00661",82.0286709455184,2.07576962393338,0.434307390186817,4.77949413442052,1.75736798921419e-06,1.79730817078724e-05,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","IAV","Otu0066","D14_IAVvsControl"
"Otu00802",54.6002650690421,-0.656460174232081,0.198484436667006,-3.30736346514369,0.000941786091683681,0.00441462230476725,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ge","4.0e-03","Control","Otu0080","D14_IAVvsControl"
"Otu00822",5.60405470095357,-2.42781863486106,0.808011089642294,-3.00468479453154,0.00265856205422786,0.0106817225393084,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group","1.1e-02","Control","Otu0082","D14_IAVvsControl"
"Otu00854",11.8185290793474,-2.42087212715774,0.549614762185011,-4.40467085988281,1.0594461094006e-05,8.51340623625485e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","0.0e+00","Control","Otu0085","D14_IAVvsControl"
"Otu00863",8.47482269362406,-1.23004326892257,0.478678408363381,-2.56966524378681,0.0101796829965046,0.034185502600202,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","3.4e-02","Control","Otu0086","D14_IAVvsControl"
"Otu0089",2.00308976737311,2.96298231954798,1.12338140989818,2.6375568381682,0.00835056302168261,0.0293574481231029,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","2.9e-02","IAV","Otu0089","D14_IAVvsControl"
"Otu00993",27.1663940754756,2.30900194287869,0.477952750846731,4.83102553293837,1.35831582012972e-06,1.45533837871042e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","0.0e+00","IAV","Otu0099","D14_IAVvsControl"
"Otu01051",29.1595323289771,0.772771766216864,0.263777457984791,2.92963535292474,0.00339359980386139,0.012941694167268,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","1.3e-02","IAV","Otu0105","D14_IAVvsControl"
"Otu01075",5.94141140277839,-5.1639567406776,0.936518022382973,-5.51399611887649,3.50776337150107e-08,6.5770563215645e-07,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0107","D14_IAVvsControl"
"Otu01082",22.6749893412998,-0.76100116022606,0.30008460887149,-2.53595531969437,0.0112141040904049,0.0371054914756045,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","uncultured","3.7e-02","Control","Otu0108","D14_IAVvsControl"
"Otu01091",15.5141701126713,1.02772204678781,0.35060874532474,2.93125046220941,0.00337600471965307,0.012941694167268,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","1.3e-02","IAV","Otu0109","D14_IAVvsControl"
"Otu01134",21.256734622415,1.18564107107885,0.435350368944793,2.72341809185237,0.00646102346425653,0.0230750838009162,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","2.3e-02","IAV","Otu0113","D14_IAVvsControl"
"Otu01202",5.11759914565178,2.47271047360833,0.715578028579549,3.455542756835,0.000549186081019998,0.00274593040509999,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","3.0e-03","IAV","Otu0120","D14_IAVvsControl"
"Otu01212",21.4826444039442,1.51569219085271,0.468806240568731,3.23308876821681,0.00122459504383894,0.00551067769727525,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified","6.0e-03","IAV","Otu0121","D14_IAVvsControl"
"Otu01251",31.4492465585522,1.00913698685281,0.311505670244884,3.23954612466443,0.00119720101417373,0.00549735159569568,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","5.0e-03","IAV","Otu0125","D14_IAVvsControl"
"Otu01261",14.7128070278956,1.64432608855868,0.520138965528919,3.16132071914012,0.00157055466354316,0.00654397776476315,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxellaceae_unclassified","7.0e-03","IAV","Otu0126","D14_IAVvsControl"
